;	Simulated Data
;	t0	2010.35
s2	;	name	of	the	star
;	mK	13.95
;	spectral	type	B2
;	square	10.
;	facSchwarzschild	0	0
;	facSpecialRelativity	0	0
;	facGravitationalRedshift	0	0
;	facRetardation	0	0
;	useEllipse	FALSE
;	omegaSys	0	0
;	Dec2	0	0
;	Ra2	0	0
;	vDec2	0	0
;	vRa2	0	0
1992.614	-0.0117409452073	0.00001	0.178419574734	0.00001	;	simulated NACO
1992.616	-0.0117637440291	0.00001	0.178424162662	0.00001	;	simulated NACO
1992.618	-0.011786541672	0.00001	0.178428732708	0.00001	;	simulated NACO
1992.62	-0.0118093381339	0.00001	0.178433284876	0.00001	;	simulated NACO
1992.622	-0.0118321334127	0.00001	0.17843781917	0.00001	;	simulated NACO
1992.624	-0.0118549275065	0.00001	0.178442335591	0.00001	;	simulated NACO
1992.626	-0.0118777204132	0.00001	0.178446834145	0.00001	;	simulated NACO
1992.628	-0.0119005121308	0.00001	0.178451314833	0.00001	;	simulated NACO
1992.63	-0.0119233026573	0.00001	0.178455777661	0.00001	;	simulated NACO
1992.632	-0.0119460919906	0.00001	0.17846022263	0.00001	;	simulated NACO
1992.634	-0.0119688801287	0.00001	0.178464649745	0.00001	;	simulated NACO
1992.636	-0.0119916670696	0.00001	0.178469059008	0.00001	;	simulated NACO
1992.638	-0.0120144528113	0.00001	0.178473450424	0.00001	;	simulated NACO
1992.64	-0.0120372373518	0.00001	0.178477823995	0.00001	;	simulated NACO
1992.642	-0.0120600206889	0.00001	0.178482179725	0.00001	;	simulated NACO
1992.644	-0.0120828028208	0.00001	0.178486517617	0.00001	;	simulated NACO
1992.646	-0.0121055837453	0.00001	0.178490837675	0.00001	;	simulated NACO
1992.648	-0.0121283634605	0.00001	0.178495139902	0.00001	;	simulated NACO
1992.65	-0.0121511419644	0.00001	0.178499424301	0.00001	;	simulated NACO
1992.652	-0.0121739192549	0.00001	0.178503690876	0.00001	;	simulated NACO
1992.654	-0.0121966953299	0.00001	0.178507939629	0.00001	;	simulated NACO
1992.656	-0.0122194701876	0.00001	0.178512170565	0.00001	;	simulated NACO
1992.658	-0.0122422438259	0.00001	0.178516383687	0.00001	;	simulated NACO
1992.66	-0.0122650162427	0.00001	0.178520578997	0.00001	;	simulated NACO
1992.662	-0.0122877874361	0.00001	0.1785247565	0.00001	;	simulated NACO
1992.664	-0.0123105574039	0.00001	0.178528916199	0.00001	;	simulated NACO
1992.666	-0.0123333261443	0.00001	0.178533058096	0.00001	;	simulated NACO
1992.668	-0.0123560936553	0.00001	0.178537182195	0.00001	;	simulated NACO
1992.67	-0.0123788599347	0.00001	0.1785412885	0.00001	;	simulated NACO
1992.672	-0.0124016249805	0.00001	0.178545377014	0.00001	;	simulated NACO
1992.674	-0.0124243887909	0.00001	0.17854944774	0.00001	;	simulated NACO
1992.676	-0.0124471513637	0.00001	0.178553500682	0.00001	;	simulated NACO
1992.678	-0.012469912697	0.00001	0.178557535842	0.00001	;	simulated NACO
1992.68	-0.0124926727887	0.00001	0.178561553224	0.00001	;	simulated NACO
1992.682	-0.0125154316368	0.00001	0.178565552832	0.00001	;	simulated NACO
1992.684	-0.0125381892393	0.00001	0.178569534668	0.00001	;	simulated NACO
1992.686	-0.0125609455943	0.00001	0.178573498736	0.00001	;	simulated NACO
1992.688	-0.0125837006997	0.00001	0.178577445039	0.00001	;	simulated NACO
1992.69	-0.0126064545535	0.00001	0.178581373581	0.00001	;	simulated NACO
1992.692	-0.0126292071537	0.00001	0.178585284364	0.00001	;	simulated NACO
1992.694	-0.0126519584983	0.00001	0.178589177392	0.00001	;	simulated NACO
1992.696	-0.0126747085853	0.00001	0.178593052669	0.00001	;	simulated NACO
1992.698	-0.0126974574126	0.00001	0.178596910197	0.00001	;	simulated NACO
1992.7	-0.0127202049784	0.00001	0.178600749979	0.00001	;	simulated NACO
1992.702	-0.0127429512806	0.00001	0.17860457202	0.00001	;	simulated NACO
1992.704	-0.0127656963171	0.00001	0.178608376322	0.00001	;	simulated NACO
1992.706	-0.012788440086	0.00001	0.178612162888	0.00001	;	simulated NACO
1992.708	-0.0128111825853	0.00001	0.178615931722	0.00001	;	simulated NACO
1992.71	-0.012833923813	0.00001	0.178619682827	0.00001	;	simulated NACO
1992.712	-0.0128566637671	0.00001	0.178623416206	0.00001	;	simulated NACO
1992.714	-0.0128794024456	0.00001	0.178627131863	0.00001	;	simulated NACO
1992.716	-0.0129021398465	0.00001	0.1786308298	0.00001	;	simulated NACO
1992.718	-0.0129248759677	0.00001	0.178634510021	0.00001	;	simulated NACO
1992.72	-0.0129476108074	0.00001	0.178638172529	0.00001	;	simulated NACO
1992.722	-0.0129703443635	0.00001	0.178641817327	0.00001	;	simulated NACO
1992.724	-0.012993076634	0.00001	0.178645444418	0.00001	;	simulated NACO
1992.726	-0.0130158076169	0.00001	0.178649053807	0.00001	;	simulated NACO
1992.728	-0.0130385373102	0.00001	0.178652645495	0.00001	;	simulated NACO
1992.73	-0.013061265712	0.00001	0.178656219486	0.00001	;	simulated NACO
1992.732	-0.0130839928202	0.00001	0.178659775784	0.00001	;	simulated NACO
1992.734	-0.0131067186328	0.00001	0.178663314391	0.00001	;	simulated NACO
1992.736	-0.0131294431479	0.00001	0.17866683531	0.00001	;	simulated NACO
1992.738	-0.0131521663635	0.00001	0.178670338546	0.00001	;	simulated NACO
1992.74	-0.0131748882775	0.00001	0.1786738241	0.00001	;	simulated NACO
1992.742	-0.0131976088881	0.00001	0.178677291977	0.00001	;	simulated NACO
1992.744	-0.0132203281931	0.00001	0.178680742179	0.00001	;	simulated NACO
1992.746	-0.0132430461906	0.00001	0.178684174709	0.00001	;	simulated NACO
1992.748	-0.0132657628787	0.00001	0.178687589571	0.00001	;	simulated NACO
1992.75	-0.0132884782553	0.00001	0.178690986768	0.00001	;	simulated NACO
1992.752	-0.0133111923185	0.00001	0.178694366303	0.00001	;	simulated NACO
1992.754	-0.0133339050662	0.00001	0.178697728179	0.00001	;	simulated NACO
1992.756	-0.0133566164966	0.00001	0.1787010724	0.00001	;	simulated NACO
1992.758	-0.0133793266075	0.00001	0.178704398967	0.00001	;	simulated NACO
1992.76	-0.013402035397	0.00001	0.178707707886	0.00001	;	simulated NACO
1992.762	-0.0134247428632	0.00001	0.178710999158	0.00001	;	simulated NACO
1992.764	-0.013447449004	0.00001	0.178714272787	0.00001	;	simulated NACO
1992.766	-0.0134701538174	0.00001	0.178717528776	0.00001	;	simulated NACO
1992.768	-0.0134928573016	0.00001	0.178720767128	0.00001	;	simulated NACO
1992.77	-0.0135155594545	0.00001	0.178723987846	0.00001	;	simulated NACO
1992.772	-0.0135382602741	0.00001	0.178727190934	0.00001	;	simulated NACO
1992.774	-0.0135609597584	0.00001	0.178730376394	0.00001	;	simulated NACO
1992.776	-0.0135836579055	0.00001	0.17873354423	0.00001	;	simulated NACO
1992.778	-0.0136063547134	0.00001	0.178736694444	0.00001	;	simulated NACO
1992.78	-0.0136290501801	0.00001	0.17873982704	0.00001	;	simulated NACO
1992.782	-0.0136517443037	0.00001	0.178742942021	0.00001	;	simulated NACO
1992.784	-0.0136744370821	0.00001	0.178746039391	0.00001	;	simulated NACO
1992.786	-0.0136971285134	0.00001	0.178749119151	0.00001	;	simulated NACO
1992.788	-0.0137198185956	0.00001	0.178752181305	0.00001	;	simulated NACO
1992.79	-0.0137425073267	0.00001	0.178755225857	0.00001	;	simulated NACO
1992.792	-0.0137651947048	0.00001	0.178758252809	0.00001	;	simulated NACO
1992.794	-0.0137878807279	0.00001	0.178761262164	0.00001	;	simulated NACO
1992.796	-0.013810565394	0.00001	0.178764253926	0.00001	;	simulated NACO
1992.798	-0.0138332487011	0.00001	0.178767228098	0.00001	;	simulated NACO
1992.8	-0.0138559306473	0.00001	0.178770184682	0.00001	;	simulated NACO
1992.802	-0.0138786112306	0.00001	0.178773123682	0.00001	;	simulated NACO
1992.804	-0.013901290449	0.00001	0.178776045101	0.00001	;	simulated NACO
1992.806	-0.0139239683006	0.00001	0.178778948941	0.00001	;	simulated NACO
1992.808	-0.0139466447833	0.00001	0.178781835207	0.00001	;	simulated NACO
1992.81	-0.0139693198953	0.00001	0.1787847039	0.00001	;	simulated NACO
1992.812	-0.0139919936345	0.00001	0.178787555025	0.00001	;	simulated NACO
1992.814	-0.014014665999	0.00001	0.178790388583	0.00001	;	simulated NACO
1992.816	-0.0140373369868	0.00001	0.178793204579	0.00001	;	simulated NACO
1992.818	-0.014060006596	0.00001	0.178796003014	0.00001	;	simulated NACO
1992.82	-0.0140826748246	0.00001	0.178798783893	0.00001	;	simulated NACO
1992.822	-0.0141053416705	0.00001	0.178801547218	0.00001	;	simulated NACO
1992.824	-0.0141280071319	0.00001	0.178804292992	0.00001	;	simulated NACO
1992.826	-0.0141506712068	0.00001	0.178807021219	0.00001	;	simulated NACO
1992.828	-0.0141733338932	0.00001	0.178809731901	0.00001	;	simulated NACO
1992.83	-0.0141959951892	0.00001	0.17881242504	0.00001	;	simulated NACO
1992.832	-0.0142186550928	0.00001	0.178815100642	0.00001	;	simulated NACO
1992.834	-0.014241313602	0.00001	0.178817758707	0.00001	;	simulated NACO
1992.836	-0.0142639707148	0.00001	0.17882039924	0.00001	;	simulated NACO
1992.838	-0.0142866264294	0.00001	0.178823022243	0.00001	;	simulated NACO
1992.84	-0.0143092807437	0.00001	0.17882562772	0.00001	;	simulated NACO
1992.842	-0.0143319336558	0.00001	0.178828215673	0.00001	;	simulated NACO
1992.844	-0.0143545851637	0.00001	0.178830786105	0.00001	;	simulated NACO
1992.846	-0.0143772352655	0.00001	0.178833339019	0.00001	;	simulated NACO
1992.848	-0.0143998839593	0.00001	0.178835874419	0.00001	;	simulated NACO
1992.85	-0.0144225312429	0.00001	0.178838392306	0.00001	;	simulated NACO
1992.852	-0.0144451771146	0.00001	0.178840892685	0.00001	;	simulated NACO
1992.854	-0.0144678215723	0.00001	0.178843375559	0.00001	;	simulated NACO
1992.856	-0.014490464614	0.00001	0.178845840929	0.00001	;	simulated NACO
1992.858	-0.0145131062379	0.00001	0.178848288799	0.00001	;	simulated NACO
1992.86	-0.014535746442	0.00001	0.178850719173	0.00001	;	simulated NACO
1992.862	-0.0145583852243	0.00001	0.178853132053	0.00001	;	simulated NACO
1992.864	-0.0145810225828	0.00001	0.178855527441	0.00001	;	simulated NACO
1992.866	-0.0146036585156	0.00001	0.178857905342	0.00001	;	simulated NACO
1992.868	-0.0146262930208	0.00001	0.178860265757	0.00001	;	simulated NACO
1992.87	-0.0146489260964	0.00001	0.178862608691	0.00001	;	simulated NACO
1992.872	-0.0146715577404	0.00001	0.178864934145	0.00001	;	simulated NACO
1992.874	-0.014694187951	0.00001	0.178867242123	0.00001	;	simulated NACO
1992.876	-0.014716816726	0.00001	0.178869532627	0.00001	;	simulated NACO
1992.878	-0.0147394440637	0.00001	0.178871805661	0.00001	;	simulated NACO
1992.88	-0.014762069962	0.00001	0.178874061228	0.00001	;	simulated NACO
1992.882	-0.014784694419	0.00001	0.17887629933	0.00001	;	simulated NACO
1992.884	-0.0148073174327	0.00001	0.178878519971	0.00001	;	simulated NACO
1992.886	-0.0148299390012	0.00001	0.178880723152	0.00001	;	simulated NACO
1992.888	-0.0148525591226	0.00001	0.178882908878	0.00001	;	simulated NACO
1992.89	-0.0148751777948	0.00001	0.178885077151	0.00001	;	simulated NACO
1992.892	-0.0148977950161	0.00001	0.178887227974	0.00001	;	simulated NACO
1992.894	-0.0149204107843	0.00001	0.17888936135	0.00001	;	simulated NACO
1992.896	-0.0149430250975	0.00001	0.178891477282	0.00001	;	simulated NACO
1992.898	-0.0149656379539	0.00001	0.178893575773	0.00001	;	simulated NACO
1992.9	-0.0149882493514	0.00001	0.178895656825	0.00001	;	simulated NACO
1992.902	-0.0150108592882	0.00001	0.178897720442	0.00001	;	simulated NACO
1992.904	-0.0150334677622	0.00001	0.178899766626	0.00001	;	simulated NACO
1992.906	-0.0150560747716	0.00001	0.17890179538	0.00001	;	simulated NACO
1992.908	-0.0150786803143	0.00001	0.178903806708	0.00001	;	simulated NACO
1992.91	-0.0151012843885	0.00001	0.178905800611	0.00001	;	simulated NACO
1992.912	-0.0151238869922	0.00001	0.178907777094	0.00001	;	simulated NACO
1992.914	-0.0151464881234	0.00001	0.178909736158	0.00001	;	simulated NACO
1992.916	-0.0151690877803	0.00001	0.178911677807	0.00001	;	simulated NACO
1992.918	-0.0151916859608	0.00001	0.178913602043	0.00001	;	simulated NACO
1992.92	-0.0152142826631	0.00001	0.17891550887	0.00001	;	simulated NACO
1992.922	-0.0152368778851	0.00001	0.178917398289	0.00001	;	simulated NACO
1992.924	-0.0152594716251	0.00001	0.178919270305	0.00001	;	simulated NACO
1992.926	-0.0152820638809	0.00001	0.17892112492	0.00001	;	simulated NACO
1992.928	-0.0153046546507	0.00001	0.178922962137	0.00001	;	simulated NACO
1992.93	-0.0153272439326	0.00001	0.178924781958	0.00001	;	simulated NACO
1992.932	-0.0153498317245	0.00001	0.178926584387	0.00001	;	simulated NACO
1992.934	-0.0153724180246	0.00001	0.178928369426	0.00001	;	simulated NACO
1992.936	-0.0153950028309	0.00001	0.178930137078	0.00001	;	simulated NACO
1992.938	-0.0154175861416	0.00001	0.178931887346	0.00001	;	simulated NACO
1992.94	-0.0154401679546	0.00001	0.178933620233	0.00001	;	simulated NACO
1992.942	-0.015462748268	0.00001	0.178935335741	0.00001	;	simulated NACO
1992.944	-0.0154853270798	0.00001	0.178937033874	0.00001	;	simulated NACO
1992.946	-0.0155079043883	0.00001	0.178938714634	0.00001	;	simulated NACO
1992.948	-0.0155304801913	0.00001	0.178940378024	0.00001	;	simulated NACO
1992.95	-0.015553054487	0.00001	0.178942024046	0.00001	;	simulated NACO
1992.952	-0.0155756272735	0.00001	0.178943652705	0.00001	;	simulated NACO
1992.954	-0.0155981985488	0.00001	0.178945264002	0.00001	;	simulated NACO
1992.956	-0.0156207683109	0.00001	0.17894685794	0.00001	;	simulated NACO
1992.958	-0.015643336558	0.00001	0.178948434522	0.00001	;	simulated NACO
1992.96	-0.0156659032882	0.00001	0.178949993751	0.00001	;	simulated NACO
1992.962	-0.0156884684994	0.00001	0.178951535629	0.00001	;	simulated NACO
1992.964	-0.0157110321897	0.00001	0.17895306016	0.00001	;	simulated NACO
1992.966	-0.0157335943573	0.00001	0.178954567347	0.00001	;	simulated NACO
1992.968	-0.0157561550002	0.00001	0.178956057191	0.00001	;	simulated NACO
1992.97	-0.0157787141165	0.00001	0.178957529695	0.00001	;	simulated NACO
1992.972	-0.0158012717042	0.00001	0.178958984864	0.00001	;	simulated NACO
1992.974	-0.0158238277614	0.00001	0.178960422698	0.00001	;	simulated NACO
1992.976	-0.0158463822861	0.00001	0.178961843202	0.00001	;	simulated NACO
1992.978	-0.0158689352766	0.00001	0.178963246377	0.00001	;	simulated NACO
1992.98	-0.0158914867307	0.00001	0.178964632227	0.00001	;	simulated NACO
1992.982	-0.0159140366467	0.00001	0.178966000754	0.00001	;	simulated NACO
1992.984	-0.0159365850225	0.00001	0.178967351961	0.00001	;	simulated NACO
1992.986	-0.0159591318563	0.00001	0.178968685851	0.00001	;	simulated NACO
1992.988	-0.0159816771461	0.00001	0.178970002427	0.00001	;	simulated NACO
1992.99	-0.01600422089	0.00001	0.178971301691	0.00001	;	simulated NACO
1992.992	-0.0160267630861	0.00001	0.178972583645	0.00001	;	simulated NACO
1992.994	-0.0160493037324	0.00001	0.178973848294	0.00001	;	simulated NACO
1992.996	-0.016071842827	0.00001	0.178975095639	0.00001	;	simulated NACO
1992.998	-0.0160943803681	0.00001	0.178976325683	0.00001	;	simulated NACO
1993.	-0.0161169163536	0.00001	0.178977538429	0.00001	;	simulated NACO
1993.002	-0.0161394507816	0.00001	0.17897873388	0.00001	;	simulated NACO
1993.004	-0.0161619836503	0.00001	0.178979912038	0.00001	;	simulated NACO
1993.006	-0.0161845149578	0.00001	0.178981072906	0.00001	;	simulated NACO
1993.008	-0.016207044702	0.00001	0.178982216487	0.00001	;	simulated NACO
1993.01	-0.016229572881	0.00001	0.178983342784	0.00001	;	simulated NACO
1993.012	-0.016252099493	0.00001	0.178984451799	0.00001	;	simulated NACO
1993.014	-0.0162746245361	0.00001	0.178985543534	0.00001	;	simulated NACO
1993.016	-0.0162971480082	0.00001	0.178986617993	0.00001	;	simulated NACO
1993.018	-0.0163196699076	0.00001	0.178987675179	0.00001	;	simulated NACO
1993.02	-0.0163421902322	0.00001	0.178988715093	0.00001	;	simulated NACO
1993.022	-0.0163647089801	0.00001	0.178989737739	0.00001	;	simulated NACO
1993.024	-0.0163872261495	0.00001	0.17899074312	0.00001	;	simulated NACO
1993.026	-0.0164097417384	0.00001	0.178991731237	0.00001	;	simulated NACO
1993.028	-0.0164322557449	0.00001	0.178992702094	0.00001	;	simulated NACO
1993.03	-0.0164547681671	0.00001	0.178993655694	0.00001	;	simulated NACO
1993.032	-0.0164772790031	0.00001	0.178994592038	0.00001	;	simulated NACO
1993.034	-0.0164997882508	0.00001	0.178995511131	0.00001	;	simulated NACO
1993.036	-0.0165222959086	0.00001	0.178996412973	0.00001	;	simulated NACO
1993.038	-0.0165448019743	0.00001	0.178997297569	0.00001	;	simulated NACO
1993.04	-0.0165673064462	0.00001	0.178998164921	0.00001	;	simulated NACO
1993.042	-0.0165898093222	0.00001	0.17899901503	0.00001	;	simulated NACO
1993.044	-0.0166123106005	0.00001	0.178999847901	0.00001	;	simulated NACO
1993.046	-0.0166348102791	0.00001	0.179000663535	0.00001	;	simulated NACO
1993.048	-0.0166573083562	0.00001	0.179001461936	0.00001	;	simulated NACO
1993.05	-0.0166798048299	0.00001	0.179002243106	0.00001	;	simulated NACO
1993.052	-0.0167022996981	0.00001	0.179003007047	0.00001	;	simulated NACO
1993.054	-0.0167247929591	0.00001	0.179003753762	0.00001	;	simulated NACO
1993.056	-0.0167472846108	0.00001	0.179004483255	0.00001	;	simulated NACO
1993.058	-0.0167697746515	0.00001	0.179005195526	0.00001	;	simulated NACO
1993.06	-0.0167922630791	0.00001	0.17900589058	0.00001	;	simulated NACO
1993.062	-0.0168147498918	0.00001	0.179006568419	0.00001	;	simulated NACO
1993.064	-0.0168372350876	0.00001	0.179007229044	0.00001	;	simulated NACO
1993.066	-0.0168597186646	0.00001	0.17900787246	0.00001	;	simulated NACO
1993.068	-0.016882200621	0.00001	0.179008498668	0.00001	;	simulated NACO
1993.07	-0.0169046809548	0.00001	0.179009107672	0.00001	;	simulated NACO
1993.072	-0.0169271596641	0.00001	0.179009699473	0.00001	;	simulated NACO
1993.074	-0.0169496367471	0.00001	0.179010274075	0.00001	;	simulated NACO
1993.076	-0.0169721122017	0.00001	0.179010831479	0.00001	;	simulated NACO
1993.078	-0.0169945860261	0.00001	0.179011371689	0.00001	;	simulated NACO
1993.08	-0.0170170582183	0.00001	0.179011894708	0.00001	;	simulated NACO
1993.082	-0.0170395287766	0.00001	0.179012400537	0.00001	;	simulated NACO
1993.084	-0.0170619976989	0.00001	0.179012889179	0.00001	;	simulated NACO
1993.086	-0.0170844649834	0.00001	0.179013360637	0.00001	;	simulated NACO
1993.088	-0.0171069306281	0.00001	0.179013814914	0.00001	;	simulated NACO
1993.09	-0.0171293946312	0.00001	0.179014252012	0.00001	;	simulated NACO
1993.092	-0.0171518569907	0.00001	0.179014671933	0.00001	;	simulated NACO
1993.094	-0.0171743177047	0.00001	0.179015074681	0.00001	;	simulated NACO
1993.096	-0.0171967767714	0.00001	0.179015460257	0.00001	;	simulated NACO
1993.098	-0.0172192341888	0.00001	0.179015828665	0.00001	;	simulated NACO
1993.1	-0.017241689955	0.00001	0.179016179906	0.00001	;	simulated NACO
1993.102	-0.0172641440681	0.00001	0.179016513984	0.00001	;	simulated NACO
1993.104	-0.0172865965263	0.00001	0.179016830901	0.00001	;	simulated NACO
1993.106	-0.0173090473275	0.00001	0.17901713066	0.00001	;	simulated NACO
1993.108	-0.01733149647	0.00001	0.179017413262	0.00001	;	simulated NACO
1993.11	-0.0173539439517	0.00001	0.179017678712	0.00001	;	simulated NACO
1993.112	-0.0173763897709	0.00001	0.17901792701	0.00001	;	simulated NACO
1993.114	-0.0173988339256	0.00001	0.17901815816	0.00001	;	simulated NACO
1993.116	-0.0174212764138	0.00001	0.179018372165	0.00001	;	simulated NACO
1993.118	-0.0174437172338	0.00001	0.179018569026	0.00001	;	simulated NACO
1993.12	-0.0174661563836	0.00001	0.179018748747	0.00001	;	simulated NACO
1993.122	-0.0174885938612	0.00001	0.179018911329	0.00001	;	simulated NACO
1993.124	-0.0175110296649	0.00001	0.179019056776	0.00001	;	simulated NACO
1993.126	-0.0175334637926	0.00001	0.179019185089	0.00001	;	simulated NACO
1993.128	-0.0175558962425	0.00001	0.179019296272	0.00001	;	simulated NACO
1993.13	-0.0175783270128	0.00001	0.179019390327	0.00001	;	simulated NACO
1993.132	-0.0176007561014	0.00001	0.179019467256	0.00001	;	simulated NACO
1993.134	-0.0176231835066	0.00001	0.179019527063	0.00001	;	simulated NACO
1993.136	-0.0176456092263	0.00001	0.179019569748	0.00001	;	simulated NACO
1993.138	-0.0176680332587	0.00001	0.179019595316	0.00001	;	simulated NACO
1993.14	-0.017690455602	0.00001	0.179019603767	0.00001	;	simulated NACO
1993.142	-0.0177128762542	0.00001	0.179019595106	0.00001	;	simulated NACO
1993.144	-0.0177352952133	0.00001	0.179019569334	0.00001	;	simulated NACO
1993.146	-0.0177577124776	0.00001	0.179019526454	0.00001	;	simulated NACO
1993.148	-0.0177801280451	0.00001	0.179019466469	0.00001	;	simulated NACO
1993.15	-0.0178025419139	0.00001	0.17901938938	0.00001	;	simulated NACO
1993.152	-0.0178249540822	0.00001	0.179019295191	0.00001	;	simulated NACO
1993.154	-0.0178473645479	0.00001	0.179019183903	0.00001	;	simulated NACO
1993.156	-0.0178697733094	0.00001	0.179019055519	0.00001	;	simulated NACO
1993.158	-0.0178921803645	0.00001	0.179018910043	0.00001	;	simulated NACO
1993.16	-0.0179145857115	0.00001	0.179018747475	0.00001	;	simulated NACO
1993.162	-0.0179369893484	0.00001	0.179018567819	0.00001	;	simulated NACO
1993.164	-0.0179593912735	0.00001	0.179018371077	0.00001	;	simulated NACO
